Position;Crossing;Finishing;Volleys;Dribbling;BallControl;Agility;Interceptions
2;56;31;34;64;62;67;58
2;70;47;43;54;65;80;53
2;60;36;38;63;64;74;62
2;64;39;57;54;60;52;60
2;55;28;25;54;61;66;59
2;68;56;32;65;69;56;60
2;58;33;30;65;58;55;61
2;67;54;44;60;61;73;61
2;64;30;34;73;64;63;66
2;64;46;41;64;65;61;62
2;65;44;26;57;66;71;59
2;69;30;33;64;60;54;60
2;54;25;35;53;63;49;74
2;61;34;33;59;60;79;61
2;63;51;53;56;63;80;60
2;60;45;42;53;59;79;62
2;62;48;52;62;61;71;62
2;60;30;28;66;66;73;66
2;70;25;25;60;63;65;70
2;60;48;39;67;63;72;59
2;57;23;32;52;62;80;66
2;68;44;31;64;62;76;64
2;59;24;63;45;61;83;64
2;66;31;30;66;68;55;63
2;65;46;41;68;66;75;63
2;57;31;30;58;63;83;60
2;55;31;29;56;55;62;66
2;55;48;47;64;59;76;62
2;62;27;25;66;63;70;58
2;70;37;44;58;61;55;61
2;70;49;56;65;63;71;55
2;66;47;59;67;68;64;51
2;59;12;31;65;63;79;61
2;57;35;25;42;54;54;65
2;69;46;37;52;59;71;59
2;69;38;25;62;66;67;58
2;63;47;33;65;64;71;58
2;65;42;46;59;58;72;58
2;61;27;21;60;62;74;59
2;58;29;32;63;62;58;61
2;57;38;35;61;62;69;61
2;64;33;40;65;55;77;65
2;65;40;39;64;63;67;61
2;61;33;38;61;60;56;65
2;57;41;29;61;60;65;64
2;66;45;49;68;65;78;62
2;69;40;46;68;67;82;60
2;71;28;35;68;61;66;59
2;61;39;32;60;61;68;62
2;69;35;35;70;55;80;52
2;67;40;42;59;61;69;61
2;69;41;44;65;60;74;60
2;68;53;34;66;69;65;59
2;62;35;37;60;65;75;58
2;65;45;41;53;59;73;64
2;60;25;33;61;61;58;60
2;65;40;38;58;63;64;62
2;65;36;37;65;63;72;62
2;65;30;27;56;62;74;59
2;68;30;40;60;60;64;59
2;63;43;35;58;65;65;63
2;59;44;27;68;65;66;58
2;64;39;34;60;63;56;63
2;61;29;28;66;65;63;62
2;62;42;37;62;58;64;65
2;60;56;47;64;62;78;58
2;70;60;24;65;68;66;61
2;68;35;28;59;62;59;66
2;61;22;25;32;56;57;64
2;63;31;35;54;62;54;65
2;62;45;38;58;60;67;61
2;55;19;28;55;60;48;67
2;62;50;38;64;69;70;60
2;67;50;52;61;63;68;62
2;66;28;21;64;56;73;63
2;61;38;21;67;58;76;58
2;68;38;26;65;62;75;62
2;63;37;34;63;64;65;59
2;65;29;29;66;62;56;62
2;51;27;39;51;61;56;63
2;65;48;40;62;64;71;61
2;69;51;41;65;63;79;55
2;59;33;45;69;71;58;60
2;70;41;46;54;58;66;70
2;61;46;42;63;56;43;61
2;68;53;48;62;62;63;45
2;58;31;30;53;60;72;67
2;63;43;60;65;63;64;66
2;63;22;34;64;61;77;58
2;31;18;22;50;57;33;62
2;66;55;47;56;62;67;63
2;64;51;27;60;63;62;62
2;66;51;36;64;65;67;64
2;62;40;31;65;62;92;59
2;58;41;40;57;59;69;58
2;64;31;34;65;69;78;58
2;72;50;46;63;63;67;61
2;55;29;27;62;60;61;68
2;53;37;38;40;60;80;59
2;65;42;32;47;58;75;60
2;64;52;55;61;60;75;59
2;61;39;63;65;63;72;58
2;53;54;34;60;59;74;61
2;65;43;60;70;64;73;58
2;64;42;34;63;60;71;63
2;66;39;43;60;65;78;58
2;57;30;32;67;61;54;68
2;73;46;39;56;62;58;64
2;56;34;34;61;61;68;65
2;61;34;35;61;66;61;64
2;59;44;56;65;62;80;57
2;55;48;51;61;68;66;62
2;68;63;55;68;66;75;57
2;62;24;30;34;59;64;66
2;58;33;33;63;60;63;62
2;71;45;51;66;71;63;59
2;64;32;51;65;63;68;56
2;59;34;37;60;58;77;59
2;58;40;45;58;56;70;60
2;64;21;25;49;59;76;59
2;65;42;39;62;65;68;62
2;62;50;50;56;61;71;60
2;67;28;23;57;60;70;54
2;67;48;39;62;60;76;65
2;67;55;55;60;65;71;57
2;60;54;29;62;63;74;60
2;63;52;48;67;56;59;59
2;56;33;38;42;59;62;62
2;62;34;39;65;57;67;61
2;69;32;32;63;56;71;60
2;62;58;53;67;64;82;59
2;60;38;37;57;63;69;60
2;61;46;48;61;66;64;66
2;44;18;23;44;58;62;59
2;58;50;55;56;59;70;57
2;65;32;27;61;60;74;58
2;59;35;34;61;61;71;57
2;61;50;48;67;67;75;58
2;53;49;39;60;59;76;63
2;60;26;18;63;60;41;57
2;65;45;40;63;63;71;61
2;65;31;35;66;59;58;57
2;62;55;43;63;62;73;65
2;63;35;34;60;59;57;59
2;66;33;35;58;57;69;58
2;58;65;48;57;54;92;64
2;55;47;49;62;60;75;67
2;61;54;44;62;60;68;60
2;45;38;32;41;56;52;59
2;58;39;52;59;58;77;68
2;38;19;29;26;42;45;54
2;61;23;33;49;49;58;65
2;61;30;32;65;64;65;54
2;62;28;36;61;56;65;64
2;67;51;44;64;64;63;60
2;62;37;36;62;61;78;57
2;60;58;46;58;58;77;46
2;59;30;28;65;61;70;61
2;63;46;34;62;61;70;57
2;54;50;12;65;63;74;59
2;65;29;33;62;61;52;58
2;64;24;31;53;58;66;61
2;64;53;61;58;64;64;61
2;58;43;44;63;55;70;66
2;63;27;25;57;55;64;63
2;61;35;24;55;62;67;53
2;62;34;33;57;56;70;60
2;66;48;42;63;62;76;59
2;54;33;32;62;58;66;64
2;63;45;33;59;61;66;60
2;52;35;35;60;61;85;54
2;60;60;55;58;59;72;62
2;64;20;28;45;59;65;66
2;59;25;28;57;60;65;62
2;57;56;48;73;67;65;51
2;62;26;36;64;57;77;58
2;65;45;29;59;60;83;54
2;51;30;34;49;52;69;61
2;62;46;43;57;61;62;60
2;60;21;28;55;52;57;64
2;44;53;48;55;58;53;63
2;56;37;29;48;54;64;56
2;68;42;40;55;69;70;43
2;60;47;47;58;53;74;66
2;55;39;41;41;55;65;56
2;67;54;53;61;56;66;55
2;62;57;52;64;57;72;61
2;65;56;38;59;58;63;65
2;71;43;43;63;64;67;65
2;72;60;36;61;58;49;57
2;54;35;34;55;53;57;61
2;61;40;51;60;58;72;62
2;60;26;21;51;57;56;63
2;60;30;26;56;47;71;61
2;62;25;24;46;55;64;58
2;60;27;16;52;60;80;59
2;67;51;49;64;65;71;56
2;42;27;29;61;60;77;59
2;65;23;20;55;54;63;58
2;57;29;36;58;59;61;59
2;62;47;48;58;53;71;59
2;64;32;32;65;62;73;56
2;62;45;53;60;57;76;58
2;51;31;34;63;62;54;61
2;69;29;42;62;65;72;64
2;65;34;23;61;65;61;62
2;63;42;44;54;63;68;64
2;64;39;29;51;68;31;66
2;58;33;37;62;59;65;62
2;57;48;42;52;59;67;66
2;66;24;35;67;68;74;49
2;63;43;44;52;64;62;59
2;55;33;34;53;60;70;54
2;68;58;49;64;68;63;51
2;58;27;25;64;57;83;60
2;72;38;61;64;61;56;55
2;58;28;33;45;55;74;62
2;66;55;47;62;59;74;58
2;63;33;39;58;60;75;65
2;52;26;29;54;58;64;58
2;59;31;33;62;55;64;59
2;58;36;37;63;62;74;59
2;60;26;29;60;63;63;61
2;62;49;56;57;67;42;67
2;61;46;41;55;58;73;59
2;70;41;47;55;62;59;66
2;52;41;23;62;60;62;63
2;58;33;35;60;61;66;58
2;64;29;29;65;63;60;58
2;65;58;42;64;60;71;59
2;56;17;21;59;58;61;54
2;61;40;32;62;62;66;54
2;59;39;49;60;60;60;60
2;58;39;53;44;57;61;59
2;64;48;42;51;54;68;60
2;50;34;34;61;50;63;59
2;61;32;25;56;60;62;58
2;56;42;36;63;50;75;63
2;56;36;33;65;62;66;62
2;58;47;47;52;64;64;59
2;57;35;36;58;58;60;58
2;58;32;31;59;60;70;65
2;56;35;25;45;43;64;57
2;64;33;26;54;55;43;64
2;61;46;45;60;56;78;60
2;59;26;31;63;62;52;64
2;50;17;27;39;46;48;60
2;39;26;31;60;61;59;67
2;58;45;37;60;52;75;63
2;63;36;36;51;59;67;66
2;62;31;30;59;43;56;63
2;60;60;47;59;62;70;66
2;62;36;40;55;60;80;58
2;65;27;29;65;64;77;56
2;48;44;38;66;55;79;65
2;62;54;49;58;60;70;58
2;63;42;37;60;63;82;57
2;69;34;32;67;66;74;43
2;62;38;36;62;58;72;61
2;64;25;23;56;58;64;68
2;63;29;37;64;59;68;64
2;62;59;60;69;61;66;56
2;58;38;27;51;53;61;58
2;61;33;37;62;59;65;61
2;57;44;41;59;63;72;53
2;65;37;42;55;58;50;62
2;60;35;35;61;63;71;56
2;57;30;37;58;57;68;63
2;60;42;53;56;58;60;57
2;62;47;35;56;55;67;58
2;57;45;27;58;59;61;56
2;57;45;56;57;59;71;63
2;55;44;36;57;59;71;62
2;56;30;28;60;55;52;59
2;62;36;49;56;58;67;56
2;56;34;32;50;52;60;57
2;60;28;26;60;50;75;61
2;62;25;25;62;60;72;53
2;48;24;21;42;51;60;62
2;54;26;23;58;59;69;59
2;55;26;25;60;55;77;58
2;55;32;26;66;57;58;62
2;63;27;25;58;63;65;58
2;61;42;33;63;65;66;57
2;64;48;42;62;60;65;55
2;32;34;27;39;59;54;53
2;61;22;20;55;55;75;54
2;55;28;30;53;57;62;59
2;59;39;56;61;60;63;54
2;47;39;37;55;57;73;62
2;45;42;51;51;55;64;66
2;69;36;28;62;61;70;58
2;61;33;31;63;59;51;63
2;54;34;29;59;53;81;53
2;52;45;27;53;51;69;65
2;64;32;34;62;64;56;55
2;64;48;52;69;65;70;52
2;54;60;56;63;60;67;55
2;63;26;26;58;60;72;57
2;56;50;41;57;62;43;58
2;61;58;33;64;63;77;52
2;55;55;51;54;58;71;55
2;58;29;35;57;66;69;59
2;65;53;53;57;57;76;52
2;61;54;55;64;61;78;54
2;60;23;29;54;60;52;62
2;59;24;28;46;40;73;67
2;65;44;27;47;57;54;64
2;57;26;29;54;58;77;53
2;53;33;35;55;60;65;58
2;60;58;55;65;61;91;56
2;55;28;26;63;40;56;60
2;56;30;33;43;54;61;65
2;60;25;27;57;59;60;59
2;68;43;33;58;70;70;64
2;69;39;34;64;60;66;62
2;59;42;36;50;56;63;62
2;59;28;30;46;56;57;59
2;58;32;30;55;58;61;61
2;62;49;47;63;62;70;52
2;60;34;51;61;62;63;61
2;63;52;42;59;60;67;63
2;63;37;38;62;62;58;56
2;60;31;32;61;46;69;60
2;68;46;61;60;63;74;60
2;41;38;36;54;56;69;63
2;60;32;31;61;57;71;61
2;60;32;28;60;62;62;63
2;63;30;26;57;53;46;58
2;57;34;45;54;51;53;54
2;53;30;22;35;56;46;49
2;59;33;33;52;56;68;61
2;58;22;24;64;65;62;54
2;61;38;45;56;59;69;61
2;59;28;35;56;52;59;64
2;50;10;38;52;54;54;60
2;57;52;38;63;63;73;60
2;61;31;56;58;62;72;58
2;63;39;33;63;52;65;54
2;64;41;31;61;64;76;57
2;68;47;30;67;64;70;62
2;47;30;51;49;59;66;60
2;54;33;29;58;59;63;56
2;53;32;21;45;51;59;59
2;47;36;52;60;65;73;49
2;54;30;23;60;45;69;57
2;63;30;35;63;62;78;52
2;60;39;48;55;51;47;62
2;52;33;33;58;62;61;54
2;57;43;39;57;65;72;59
2;59;14;31;56;54;67;59
2;65;36;34;62;61;71;59
2;62;24;26;51;58;63;55
2;63;59;42;61;64;69;45
2;67;39;37;62;64;68;53
2;58;58;52;64;64;59;57
2;65;23;24;61;62;66;55
2;61;56;41;55;59;66;57
2;62;39;31;54;61;45;62
2;54;27;24;62;51;46;58
2;57;38;43;62;61;65;57
2;63;46;52;64;62;81;51
2;60;41;44;63;63;74;61
2;61;46;39;59;61;76;56
2;62;43;39;60;63;69;56
2;49;44;29;38;46;59;56
2;58;33;37;55;54;59;64
2;58;43;38;66;64;48;65
2;60;45;39;51;59;71;55
2;22;21;21;35;39;42;52
2;59;34;31;65;54;59;62
2;56;45;32;54;55;79;57
2;58;35;27;59;55;64;61
2;60;30;32;61;43;61;65
2;50;26;21;51;49;56;60
2;55;47;47;60;57;69;60
2;60;38;37;58;56;61;57
2;62;27;26;51;57;60;63
2;64;24;49;49;58;74;48
2;57;30;25;64;61;69;54
2;64;27;37;54;56;64;57
2;60;36;36;61;58;74;58
2;56;49;56;62;63;67;52
2;61;35;23;62;58;71;57
2;62;25;23;54;62;75;59
2;59;44;46;59;61;72;54
2;65;47;40;60;64;66;59
2;64;29;30;58;55;56;60
2;55;43;25;53;54;62;58
2;63;40;36;56;62;73;59
2;53;32;29;63;61;74;52
2;60;32;30;58;60;68;57
2;56;29;26;58;59;70;54
2;54;28;32;49;58;65;51
2;56;42;24;57;58;66;62
2;57;28;26;56;55;56;56
2;64;31;25;59;60;76;50
2;42;23;25;52;48;79;63
2;53;32;29;69;46;55;62
2;64;28;36;65;55;57;60
2;40;26;31;46;51;49;55
2;58;40;30;51;59;68;54
2;52;27;27;55;60;55;61
2;52;28;37;50;51;60;63
2;67;29;38;63;57;60;58
2;48;26;23;52;55;78;54
2;53;27;30;52;53;62;57
2;57;37;29;55;52;64;54
2;60;28;26;62;58;70;53
2;50;30;36;64;50;74;53
2;58;22;31;62;56;63;58
2;60;32;30;58;60;63;53
2;57;48;39;52;54;60;57
2;54;33;28;64;63;73;63
2;47;28;24;53;52;56;65
2;56;30;27;45;61;53;59
2;47;20;20;55;54;87;55
2;55;32;32;68;63;67;51
2;57;43;34;62;61;63;50
2;57;29;30;61;60;52;57
2;55;42;42;57;62;67;52
2;55;41;33;62;57;63;58
2;52;25;20;50;49;66;52
2;50;21;29;36;47;42;60
2;57;33;27;58;61;63;57
2;56;48;38;55;52;71;51
2;59;34;30;47;55;74;44
2;70;26;29;54;52;65;50
2;55;41;33;55;58;65;58
2;60;35;33;62;59;66;58
2;68;38;46;61;52;59;49
2;56;49;35;66;63;72;51
2;62;42;44;59;57;79;56
2;43;27;34;58;61;63;56
2;54;29;25;63;60;64;56
2;55;33;26;55;57;65;49
2;42;32;22;66;42;50;55
2;54;27;32;61;62;55;54
2;59;20;23;56;59;61;59
2;62;25;23;57;54;68;55
2;52;49;40;62;56;64;52
2;58;25;27;59;46;56;57
2;51;34;38;48;45;61;58
2;53;49;38;54;43;62;56
2;55;36;34;60;45;51;54
2;58;41;40;62;49;66;54
2;52;28;27;54;60;70;56
2;49;49;37;46;57;68;55
2;56;35;30;58;56;69;56
2;57;33;32;51;53;50;56
2;56;23;29;54;46;63;58
2;56;30;40;55;50;61;57
2;22;18;24;24;40;58;60
2;59;35;36;61;47;56;62
2;55;31;24;57;55;59;59
2;59;25;28;55;46;58;55
2;57;32;27;59;40;58;60
2;52;32;34;59;56;54;51
2;54;18;23;53;47;80;54
2;55;46;47;67;62;89;59
2;62;51;51;62;56;70;36
2;57;24;34;47;48;63;61
2;53;27;23;48;51;72;59
2;58;22;27;59;57;72;54
2;54;27;36;57;58;67;55
2;48;31;32;48;50;58;54
2;56;57;39;58;60;58;58
2;61;27;31;59;55;58;59
2;52;33;37;47;54;75;54
2;56;25;32;39;47;50;53
2;56;29;31;68;45;59;58
2;48;22;22;50;57;58;57
2;52;29;30;49;50;58;56
2;59;36;29;67;51;67;56
2;55;38;29;57;55;59;57
2;55;45;23;53;58;60;55
2;51;31;26;45;42;49;60
2;52;22;22;56;57;63;55
2;58;23;28;48;47;71;52
2;53;31;38;55;54;64;57
2;52;21;22;47;53;70;54
2;50;24;29;53;51;87;57
2;46;35;36;57;48;66;60
2;59;29;31;62;63;67;54
2;55;26;39;59;55;67;55
2;55;23;22;34;52;43;61
2;52;23;24;52;50;65;58
2;56;26;38;43;54;56;59
2;56;28;34;36;53;43;57
2;51;34;34;53;54;67;54
2;60;40;44;57;62;74;59
2;53;30;34;57;54;69;52
2;54;35;29;53;58;71;57
2;47;24;38;51;49;65;57
2;40;27;32;63;36;57;60
2;55;37;48;53;55;66;58
2;50;32;28;60;55;67;56
2;57;38;35;56;55;81;52
2;45;38;30;55;61;61;58
2;51;23;23;49;48;62;50
2;28;20;31;36;40;47;57
2;58;38;32;58;56;77;54
2;61;27;32;68;55;50;51
2;53;49;39;60;57;67;53
2;44;21;31;53;42;58;59
2;35;48;27;57;58;59;51
2;55;26;21;56;54;72;56
2;57;57;50;54;56;52;56
2;56;31;31;58;50;62;52
2;46;32;23;46;52;49;58
2;58;22;28;57;54;63;57
2;54;20;28;53;55;72;55
2;57;35;26;56;52;76;51
2;50;22;26;46;54;57;56
2;58;45;37;60;61;66;44
2;55;21;28;50;52;75;45
2;53;26;25;54;53;68;52
2;57;24;25;55;50;74;50
2;52;24;30;59;51;57;60
2;45;27;29;55;50;58;56
2;57;34;39;55;49;67;51
2;57;34;37;55;47;50;56
2;49;30;26;59;46;58;56
2;51;25;34;50;48;68;57
2;56;26;22;49;48;73;53
2;59;24;22;59;51;77;48
2;47;36;37;57;57;63;49
2;52;32;31;64;50;69;59
2;54;17;19;57;55;70;48
2;49;31;35;68;43;59;60
2;58;31;43;55;53;65;48
2;44;19;31;42;52;54;55
2;53;22;27;52;53;66;56
2;55;51;45;53;51;79;50
2;56;38;28;55;58;80;52
2;53;39;30;55;55;58;54
2;43;25;34;34;38;63;57
2;50;21;25;50;48;66;50
2;44;31;43;52;34;59;58
2;53;35;34;51;51;68;51
2;48;23;29;55;58;61;54
2;49;29;25;50;48;60;58
2;51;31;29;49;48;69;57
2;55;28;23;53;56;73;52
2;55;29;30;53;47;55;55
2;50;25;22;56;45;55;54
2;46;34;28;58;38;56;59
2;43;26;28;40;42;57;59
2;48;21;28;49;53;61;45
2;51;35;32;59;45;52;54
2;50;30;23;55;50;69;52
2;59;30;30;55;59;59;54
2;48;26;25;54;49;62;48
2;49;29;28;51;53;52;55
2;52;53;34;52;53;84;50
2;55;28;27;53;54;61;46
2;44;27;24;42;51;71;55
2;55;20;22;55;53;56;51
2;54;36;34;46;41;67;49
2;59;28;27;44;42;63;52
2;51;24;31;52;52;71;56
2;43;23;30;55;48;66;52
2;56;40;49;62;53;75;48
2;49;35;26;55;41;54;51
2;36;30;29;59;39;57;54
2;47;32;25;45;43;62;54
2;54;24;19;54;48;63;54
2;50;21;20;48;51;75;51
2;47;26;22;47;34;82;47
2;54;30;36;66;47;56;56
2;35;29;35;60;48;60;52
2;46;26;34;49;48;67;55
2;51;23;30;50;47;56;57
2;37;33;34;45;47;56;43
2;49;31;25;55;40;87;51
2;36;54;34;59;57;66;29
2;52;42;42;54;50;55;44
2;50;21;29;46;37;53;54
2;51;35;31;59;49;57;51
2;44;30;27;37;39;58;51
2;62;35;25;52;53;64;47
2;63;48;50;51;54;59;52
2;47;25;26;46;37;64;46
2;54;41;30;56;54;67;44
2;52;35;35;51;49;61;52
2;52;30;28;45;45;64;53
2;51;29;31;51;42;53;56
2;53;31;29;48;48;59;48
2;43;39;28;52;54;56;48
2;50;32;37;50;49;57;50
2;46;27;21;56;51;65;54
2;46;29;33;57;34;57;55
2;48;29;24;54;41;59;49
2;38;25;31;57;42;60;55
2;51;26;23;54;51;55;53
2;41;29;31;52;41;71;53
2;43;29;23;56;50;55;53
2;54;55;47;60;60;74;52
2;53;26;28;50;48;58;53
2;49;22;24;55;48;58;53
2;46;24;25;48;45;56;50
2;45;32;21;51;43;70;52
2;39;29;31;51;51;56;55
2;51;22;22;55;49;65;52
2;38;32;31;46;41;51;51
2;44;31;33;55;57;58;45
2;52;41;36;52;52;58;52
2;46;18;29;23;33;40;50
2;46;27;31;50;45;51;56
2;38;34;22;51;28;69;50
2;52;27;28;54;38;58;54
2;48;24;32;58;34;62;50
2;48;34;29;53;46;61;49
2;48;38;21;49;47;66;46
2;50;27;34;46;35;58;51
2;46;26;29;40;46;77;47
2;53;45;19;50;50;54;46
2;58;27;23;64;59;80;49
2;33;29;28;58;32;51;53
2;39;31;29;59;30;69;52
2;39;29;23;41;38;57;48
2;35;35;31;43;55;51;51
2;41;29;22;45;45;58;42
2;36;29;26;55;29;56;52
2;40;21;28;48;40;57;49
2;36;18;29;23;41;43;48
2;45;24;26;60;44;70;49
2;41;22;31;43;35;60;48
2;46;25;23;51;37;73;50
2;31;23;24;53;39;53;51
2;47;23;29;49;42;60;48
2;42;21;23;46;31;66;52
2;39;20;20;49;45;58;52
2;40;25;21;48;31;49;45
2;47;26;27;45;41;55;55
2;58;33;45;58;57;54;88
2;64;55;60;68;81;63;92
2;30;19;14;66;60;50;88
2;68;56;52;71;76;61;89
2;53;52;45;70;73;61;86
2;40;42;40;59;67;48;86
2;27;10;16;54;65;68;86
2;58;45;40;59;73;45;85
2;40;38;44;56;70;77;84
2;62;31;33;58;78;74;83
2;63;48;54;68;73;65;83
2;68;55;63;66;79;69;85
2;36;23;24;60;76;62;82
2;36;30;28;65;69;60;85
2;44;43;41;70;76;52;78
2;67;42;48;60;69;69;82
2;54;37;39;53;71;56;83
2;68;44;38;65;73;57;77
2;44;41;35;48;72;29;85
2;46;38;27;52;60;35;82
2;51;36;40;67;75;69;79
2;49;36;25;68;74;61;82
2;46;30;32;43;65;65;78
2;43;39;54;58;60;63;82
2;79;52;61;65;62;52;82
2;56;37;54;58;64;77;81
2;65;41;36;53;66;64;81
2;68;57;53;69;73;68;82
2;82;56;62;72;73;68;77
2;39;35;43;46;57;49;79
2;67;55;51;66;69;70;85
2;49;51;37;49;63;55;82
2;76;69;79;71;78;61;77
2;66;38;39;73;76;75;77
2;51;42;37;53;68;67;81
2;36;39;32;65;64;57;77
2;63;30;29;63;65;63;79
2;58;46;33;59;76;36;80
2;72;48;34;68;70;75;74
2;43;51;41;60;53;53;73
2;30;28;46;54;63;64;79
2;67;27;40;67;72;71;76
2;32;37;24;60;68;47;78
2;45;35;37;56;75;52;81
2;69;37;65;60;66;79;80
2;45;54;59;51;70;52;77
2;65;38;46;63;65;65;74
2;51;23;26;58;63;53;75
2;47;39;21;59;64;61;75
2;53;48;49;55;62;62;76
2;35;35;13;38;70;32;75
2;37;30;48;43;60;46;78
2;61;41;45;57;60;54;77
2;66;40;25;63;70;65;76
2;50;32;23;48;60;55;76
2;23;26;21;39;65;48;76
2;58;42;35;67;69;66;76
2;71;29;37;61;72;78;76
2;32;26;33;39;49;43;76
2;28;25;19;50;58;50;75
2;31;34;28;50;65;59;71
2;35;29;34;50;54;58;76
2;47;28;23;51;60;40;78
2;30;49;52;56;59;69;78
2;40;32;32;35;58;40;74
2;38;53;36;50;62;52;72
2;29;35;23;54;63;42;78
2;42;22;18;31;67;52;78
2;38;24;42;35;58;54;75
2;56;45;38;57;65;68;75
2;50;36;35;65;70;60;73
2;59;43;38;55;62;58;74
2;40;30;55;58;62;38;75
2;33;31;35;41;55;70;74
2;18;17;23;37;63;45;71
2;44;28;24;42;60;59;68
2;71;34;35;67;71;67;76
2;34;20;19;44;60;49;81
2;31;39;26;48;56;60;79
2;41;28;31;40;57;31;68
2;52;39;44;59;66;63;74
2;71;34;29;58;68;56;76
2;14;21;15;38;60;48;76
2;32;34;36;53;69;50;76
2;39;20;22;48;57;34;67
2;62;35;37;62;68;67;82
2;65;25;26;65;70;58;73
2;62;43;43;44;56;54;72
2;32;20;23;45;57;55;74
2;61;49;42;69;75;60;75
2;49;13;30;59;65;61;75
2;56;27;17;48;58;40;74
2;70;36;25;65;72;69;74
2;27;27;16;58;57;32;79
2;51;16;27;49;64;48;84
2;23;48;40;56;65;47;75
2;60;42;41;63;67;65;75
2;35;29;28;47;57;52;74
2;52;34;48;55;58;65;78
2;21;55;38;33;57;31;72
2;59;42;22;46;56;54;79
2;46;37;48;57;59;64;71
2;44;46;43;63;68;60;71
2;38;45;23;57;67;64;75
2;68;49;37;62;67;74;74
2;40;44;50;59;69;66;75
2;57;42;28;69;73;73;76
2;55;48;53;56;62;54;70
2;40;27;50;46;66;47;79
2;42;42;42;64;70;64;76
2;39;21;29;31;34;49;71
2;45;26;33;53;61;57;75
2;61;56;66;68;68;62;73
2;31;34;33;42;50;68;74
2;41;31;30;56;61;64;75
2;76;65;64;67;75;67;69
2;49;35;44;58;69;69;74
2;58;24;34;62;69;59;71
2;42;39;36;43;66;71;70
2;30;32;40;50;58;40;76
2;52;47;47;56;70;56;74
2;49;43;44;44;63;64;69
2;39;33;46;46;50;69;77
2;49;32;22;61;62;52;73
2;46;51;37;58;60;60;73
2;39;53;62;56;61;35;74
2;29;18;21;35;48;63;71
2;40;50;50;50;60;63;72
2;59;46;47;57;63;66;75
2;55;22;31;49;60;46;85
2;57;31;35;47;56;53;70
2;63;38;43;54;67;42;78
2;33;44;36;51;65;65;69
2;74;56;68;54;56;66;75
2;40;53;20;56;63;41;69
2;30;45;27;50;60;69;77
2;52;51;49;56;69;50;72
2;41;25;35;48;52;62;70
2;62;47;51;58;72;55;73
2;60;25;25;30;64;46;76
2;43;39;40;50;54;52;74
2;28;35;37;50;65;49;68
2;60;34;29;52;62;51;72
2;49;22;38;35;58;62;74
2;71;41;51;61;69;74;74
2;36;29;38;47;64;67;75
2;67;58;38;65;67;61;70
2;45;39;44;55;63;48;72
2;67;37;40;71;66;68;69
2;62;35;39;64;65;65;71
2;54;35;30;55;53;49;75
2;47;42;50;60;66;67;65
2;69;60;62;68;70;64;78
2;41;32;31;52;62;71;71
2;38;29;26;53;58;57;71
2;34;40;27;49;58;50;71
2;55;42;33;57;65;61;72
2;59;50;63;56;66;49;68
2;55;31;33;45;55;62;74
2;38;39;38;39;57;62;69
2;44;23;28;61;72;68;75
2;40;42;29;57;58;48;74
2;59;27;36;40;50;40;72
2;40;26;25;30;52;56;74
2;67;40;64;72;75;60;74
2;41;41;42;55;64;54;72
2;53;32;35;61;59;57;68
2;45;52;42;62;68;51;71
2;51;41;54;45;51;54;72
2;39;36;44;37;72;40;74
2;44;26;27;65;70;61;76
2;51;54;50;58;64;66;70
2;59;39;47;45;51;38;70
2;28;13;15;43;48;33;78
2;60;23;27;52;62;66;65
2;27;40;47;54;58;35;70
2;36;22;25;32;52;30;69
2;50;40;25;32;54;52;74
2;40;47;40;55;55;64;74
2;18;14;26;45;58;56;76
2;61;48;62;62;66;64;68
2;66;34;55;64;65;72;72
2;39;52;49;42;63;43;70
2;55;27;49;60;67;66;71
2;69;52;28;50;58;31;70
2;33;27;17;51;59;42;71
2;60;43;34;66;62;58;69
2;55;36;11;54;58;75;68
2;44;26;25;45;54;60;73
2;28;24;20;17;55;39;75
2;44;48;39;50;61;66;75
2;51;38;24;61;64;67;69
2;68;37;27;62;67;64;71
2;50;35;40;45;53;31;72
2;40;38;30;50;53;32;68
2;34;34;46;49;50;58;65
2;63;28;27;58;65;63;81
2;45;58;47;50;59;57;67
2;35;23;34;36;53;55;74
2;51;39;51;47;62;62;73
2;46;30;42;40;53;53;69
2;37;28;31;40;48;59;71
2;37;51;28;45;69;62;68
2;22;35;37;25;50;55;72
2;51;36;35;45;57;46;68
2;34;21;24;38;57;39;73
2;62;49;31;55;67;71;74
2;66;36;30;68;72;62;68
2;54;44;51;51;56;62;66
2;64;37;26;47;57;57;82
2;37;40;33;52;60;33;70
2;66;57;61;61;64;53;68
2;36;23;34;42;56;55;74
2;47;45;20;56;59;67;73
2;54;30;30;64;71;52;69
2;43;24;31;51;70;52;70
2;45;20;18;53;55;66;68
2;59;35;25;64;64;69;66
2;23;18;40;42;56;72;71
2;53;29;16;23;62;64;74
2;17;25;23;44;59;57;66
2;22;32;32;43;51;46;69
2;45;35;28;56;63;53;68
2;49;18;21;43;53;36;74
2;46;20;35;44;60;55;67
2;43;25;22;47;53;31;67
2;43;30;30;47;61;38;67
2;74;53;63;57;69;57;70
2;44;19;20;40;55;56;66
2;27;29;32;45;56;43;70
2;31;36;38;36;60;43;72
2;34;35;33;52;58;38;74
2;68;35;39;49;62;54;64
2;54;31;28;34;54;65;75
2;35;40;31;60;59;54;68
2;34;32;40;41;53;37;71
2;43;35;38;56;54;54;67
